,Date,Adj Close,Close,High,Low,Open,Volume
0,2019-01-02 00:00:00+00:00,76.95649719238281,76.95649719238281,77.66799926757812,73.04650115966797,73.26000213623047,159662000
1,2019-01-03 00:00:00+00:00,75.01399993896484,75.01399993896484,76.9000015258789,74.85549926757812,76.00050354003906,139512000
2,2019-01-04 00:00:00+00:00,78.76950073242188,78.76950073242188,79.69999694824219,75.91549682617188,76.5,183652000
3,2019-01-07 00:00:00+00:00,81.47550201416016,81.47550201416016,81.72799682617188,79.45950317382812,80.1155014038086,159864000
4,2019-01-08 00:00:00+00:00,82.8290023803711,82.8290023803711,83.83049774169922,80.83049774169922,83.2344970703125,177628000
5,2019-01-09 00:00:00+00:00,82.97100067138672,82.97100067138672,83.38999938964844,82.06999969482422,82.64900207519531,126976000
6,2019-01-10 00:00:00+00:00,82.81099700927734,82.81099700927734,83.1624984741211,81.08100128173828,82.05049896240234,130154000
7,2019-01-11 00:00:00+00:00,82.02799987792969,82.02799987792969,83.0145034790039,81.81099700927734,82.02749633789062,93724000
8,2019-01-14 00:00:00+00:00,80.8604965209961,80.8604965209961,82.41000366210938,79.75749969482422,80.75,120118000
9,2019-01-15 00:00:00+00:00,83.72799682617188,83.72799682617188,83.75800323486328,81.30049896240234,81.5999984741211,119970000
10,2019-01-16 00:00:00+00:00,84.18900299072266,84.18900299072266,85.25,83.79399871826172,84.21099853515625,127338000
11,2019-01-17 00:00:00+00:00,84.66100311279297,84.66100311279297,85.00849914550781,83.875,84.0,84178000
12,2019-01-18 00:00:00+00:00,84.80999755859375,84.80999755859375,85.80999755859375,84.5770034790039,85.5999984741211,120410000
13,2019-01-22 00:00:00+00:00,81.6084976196289,81.6084976196289,84.09349822998047,80.51000213623047,84.05000305175781,128336000
14,2019-01-23 00:00:00+00:00,82.0009994506836,82.0009994506836,82.87149810791016,80.5999984741211,82.80000305175781,104504000
15,2019-01-24 00:00:00+00:00,82.74649810791016,82.74649810791016,82.86299896240234,81.58899688720703,82.05349731445312,81798000
16,2019-01-25 00:00:00+00:00,83.52850341796875,83.52850341796875,84.17400360107422,83.08049774169922,83.5250015258789,98918000
17,2019-01-28 00:00:00+00:00,81.89450073242188,81.89450073242188,82.25,80.70449829101562,82.17949676513672,96754000
18,2019-01-29 00:00:00+00:00,79.69400024414062,79.69400024414062,81.61900329589844,79.53600311279297,81.5634994506836,92656000
19,2019-01-30 00:00:00+00:00,83.52149963378906,83.52149963378906,83.84750366210938,80.98400115966797,81.1500015258789,115676000
20,2019-01-31 00:00:00+00:00,85.9365005493164,85.9365005493164,86.82050323486328,83.9540023803711,84.64250183105469,218206000
21,2019-02-01 00:00:00+00:00,81.3115005493164,81.3115005493164,83.65299987792969,81.10050201416016,81.94400024414062,230124000
22,2019-02-04 00:00:00+00:00,81.66549682617188,81.66549682617188,82.48149871826172,80.67500305175781,81.1500015258789,98582000
23,2019-02-05 00:00:00+00:00,82.94049835205078,82.94049835205078,83.26300048828125,82.125,82.16699981689453,89062000
24,2019-02-06 00:00:00+00:00,82.01300048828125,82.01300048828125,83.61299896240234,81.66699981689453,83.5374984741211,78798000
25,2019-02-07 00:00:00+00:00,80.71849822998047,80.71849822998047,81.2770004272461,79.64550018310547,81.25,92532000
26,2019-02-08 00:00:00+00:00,79.41100311279297,79.41100311279297,79.42949676513672,78.33799743652344,79.30000305175781,113150000
27,2019-02-11 00:00:00+00:00,79.55000305175781,79.55000305175781,80.4645004272461,79.30000305175781,80.04900360107422,66346000
28,2019-02-12 00:00:00+00:00,81.90049743652344,81.90049743652344,81.97000122070312,79.94400024414062,80.19999694824219,97172000
29,2019-02-13 00:00:00+00:00,82.0,82.0,82.81900024414062,81.85549926757812,82.3499984741211,71206000
30,2019-02-14 00:00:00+00:00,81.13249969482422,81.13249969482422,81.8949966430664,80.3030014038086,81.2249984741211,82410000
31,2019-02-15 00:00:00+00:00,80.39749908447266,80.39749908447266,81.44550323486328,80.2249984741211,81.39299774169922,86878000
32,2019-02-19 00:00:00+00:00,81.37899780273438,81.37899780273438,81.69999694824219,80.02799987792969,80.05000305175781,73634000
33,2019-02-20 00:00:00+00:00,81.1050033569336,81.1050033569336,81.74649810791016,80.50599670410156,81.5,66752000
34,2019-02-21 00:00:00+00:00,80.97200012207031,80.97200012207031,81.1780014038086,80.04550170898438,80.99250030517578,69668000
35,2019-02-22 00:00:00+00:00,81.5780029296875,81.5780029296875,81.74700164794922,81.05850219726562,81.17500305175781,61924000
36,2019-02-25 00:00:00+00:00,81.6500015258789,81.6500015258789,82.7300033569336,81.51950073242188,82.07250213623047,63690000
37,2019-02-26 00:00:00+00:00,81.81999969482422,81.81999969482422,81.99949645996094,80.80650329589844,81.29900360107422,53316000
38,2019-02-27 00:00:00+00:00,82.05449676513672,82.05449676513672,82.09049987792969,80.75499725341797,81.40899658203125,62976000
39,2019-02-28 00:00:00+00:00,81.99150085449219,81.99150085449219,82.5885009765625,81.69149780273438,81.76249694824219,60518000
40,2019-03-01 00:00:00+00:00,83.58650207519531,83.58650207519531,83.71299743652344,82.55000305175781,82.75650024414062,99498000
41,2019-03-04 00:00:00+00:00,84.80850219726562,84.80850219726562,85.47149658203125,83.71800231933594,84.25,123348000
42,2019-03-05 00:00:00+00:00,84.62149810791016,84.62149810791016,85.38999938964844,84.45050048828125,85.14749908447266,73630000
43,2019-03-06 00:00:00+00:00,83.44750213623047,83.44750213623047,84.88749694824219,83.41400146484375,84.79850006103516,79920000
44,2019-03-07 00:00:00+00:00,81.29750061035156,81.29750061035156,83.48750305175781,81.02549743652344,83.36849975585938,99140000
45,2019-03-08 00:00:00+00:00,81.04000091552734,81.04000091552734,81.13600158691406,79.32849884033203,80.20050048828125,93340000
46,2019-03-11 00:00:00+00:00,83.53099822998047,83.53099822998047,83.614501953125,81.30049896240234,81.30599975585938,77528000
47,2019-03-12 00:00:00+00:00,83.65499877929688,83.65499877929688,84.2135009765625,83.04900360107422,83.44999694824219,72290000
48,2019-03-13 00:00:00+00:00,84.54049682617188,84.54049682617188,85.0,83.96749877929688,84.1500015258789,71040000
49,2019-03-14 00:00:00+00:00,84.31099700927734,84.31099700927734,85.0999984741211,84.21700286865234,84.55999755859375,58932000
50,2019-03-15 00:00:00+00:00,85.61799621582031,85.61799621582031,85.94000244140625,84.65650177001953,85.1500015258789,151018000
